business_name,category,address,phone,website,website_domain,emails_found_in_original_scrape,email_source_fields,other_scraped_urls,google_maps_url,place_id,closed_flag
Rent Place Bar & Rest,Restaurant,"PP4R+92R, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Rent%20Place%20Bar%20%26%20Rest&query_place_id=ChIJB4wJwzQaLxgRX9EcFLPrY3s | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.73071708346572,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mIfIQYePlHgnQXk9AfZjZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.205376&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Rent%20Place%20Bar%20%26%20Rest&query_place_id=ChIJB4wJwzQaLxgRX9EcFLPrY3s,ChIJB4wJwzQaLxgRX9EcFLPrY3s,False
Restaurant Ultimo Cafe,Restaurant,"Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Restaurant%20Ultimo%20Cafe&query_place_id=ChIJV63S92sQLxgRF8mSCUe-9Tc | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iZcN43vv0dt_5A11mQI-Cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.3706&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Restaurant%20Ultimo%20Cafe&query_place_id=ChIJV63S92sQLxgRF8mSCUe-9Tc,ChIJV63S92sQLxgRF8mSCUe-9Tc,False
Reyhan butchery & Restaurant,Restaurant,"MRV2+JP7, Nairobi, Kenya",+254 716 403203,,,,,"https://www.google.com/maps/search/?api=1&query=Reyhan%20butchery%20%26%20Restaurant&query_place_id=ChIJm6_5QCoRLxgRuNxiGCzQOtk | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.79946094992056,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hs5s9hRB5iTVof5XEzQY4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.026554&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Reyhan%20butchery%20%26%20Restaurant&query_place_id=ChIJm6_5QCoRLxgRuNxiGCzQOtk,ChIJm6_5QCoRLxgRuNxiGCzQOtk,False
Rib Racks BBQ Karen,Restaurant,"Nairobi, Kenya",+254 701 634775,,,,,"https://www.google.com/maps/search/?api=1&query=Rib%20Racks%20BBQ%20Karen&query_place_id=ChIJr_6KcecbLxgRxCxi0PyURZ4 | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlNAxPrUzzjL_dDUEo5ImxkGzP4xIdL9uzCCsjpIS5N4iX2SwFwano0BFQQazjY5RYc-8Q6JEH7uKx8A1yrKlRVVTfx8xEXAqIhK1jIRQ8DtV75InxnoinNIujQgRMHKxPTzZQPaQ=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Rib%20Racks%20BBQ%20Karen&query_place_id=ChIJr_6KcecbLxgRxCxi0PyURZ4,ChIJr_6KcecbLxgRxCxi0PyURZ4,False
Ripples,Restaurant,"Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Ripples&query_place_id=ChIJDe07Y54aLxgR4iVi5twriiU | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lhr7Ut3DlmwBQudJP0E4cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.49693&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Ripples&query_place_id=ChIJDe07Y54aLxgR4iVi5twriiU,ChIJDe07Y54aLxgR4iVi5twriiU,False
Rising Star Cafe & Restaurant,Restaurant,"Lenana Rd, Nairobi, Kenya",+254 713 141414,,,,,"https://www.google.com/maps/search/?api=1&query=Rising%20Star%20Cafe%20%26%20Restaurant&query_place_id=ChIJK_rupJkQLxgRhxUBR5XJ4Hs | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1PVTf4gVkBGTejytB8d0uQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.19131&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Rising%20Star%20Cafe%20%26%20Restaurant&query_place_id=ChIJK_rupJkQLxgRhxUBR5XJ4Hs,ChIJK_rupJkQLxgRhxUBR5XJ4Hs,False
ROCKSTAR RESTAURANT,Restaurant,"PR44+9F4, Ralph Bunche Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=ROCKSTAR%20RESTAURANT&query_place_id=ChIJldUss8EQLxgRTdOKAxQiZk0 | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.79946094992056,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UWrW-oxsD_CFssr-FLJh8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.90867&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=ROCKSTAR%20RESTAURANT&query_place_id=ChIJldUss8EQLxgRTdOKAxQiZk0,ChIJldUss8EQLxgRTdOKAxQiZk0,False
Roots & Riddimz Restaurant and Lounge,Restaurant,"Gitanga Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Roots%20%26%20Riddimz%20Restaurant%20and%20Lounge&query_place_id=ChIJX7rEQQAbLxgRR44M4MP2dxQ | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkMZWIrdJkhpEFXFzyZnnN6ie6u9ws8wDwPheXxmEKD5GBcUV1T9HRkj0Jm2TT-6cTaplyfN8XHckF-Qg1ECxhcxij7pM6z-fzLzQBjz88f4dD3Pwyx1nKlcoRHgyyOJ_TXH5imVvp3auKB=w408-h272-k-no",https://www.google.com/maps/search/?api=1&query=Roots%20%26%20Riddimz%20Restaurant%20and%20Lounge&query_place_id=ChIJX7rEQQAbLxgRR44M4MP2dxQ,ChIJX7rEQQAbLxgRR44M4MP2dxQ,False
Rotana Cafe,Restaurant,"Ndemi Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Rotana%20Cafe&query_place_id=ChIJE22RXQAbLxgReygQbg3RSDw | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkcS2VnwzDML-VDjHTR_ezEA_ukSMquB4AoaTTmegncb8S96XazyKiU66KXjWiFnCoJmhq1Vmg8L85u8T55j2VpLdBVsroggVwrBJpxWCF9KajEhZ52KCgB3jnKeM2W2HhK4irw7WB7THKe=w408-h328-k-no",https://www.google.com/maps/search/?api=1&query=Rotana%20Cafe&query_place_id=ChIJE22RXQAbLxgReygQbg3RSDw,ChIJE22RXQAbLxgReygQbg3RSDw,False
Roxy Restaurant,Restaurant,"PQ2M+RMF, Menelik Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Roxy%20Restaurant&query_place_id=ChIJx2q_U54QLxgRtiaLa69KXXI | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FrRw3fyhy8HoGEuNSdZn2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.98433&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Roxy%20Restaurant&query_place_id=ChIJx2q_U54QLxgRtiaLa69KXXI,ChIJx2q_U54QLxgRtiaLa69KXXI,False
Sa'Gene cafeserie,Restaurant,"Mararo Ave, Nairobi, Kenya",+254 719 827366,,,,,"https://www.google.com/maps/search/?api=1&query=Sa | https://www.google.com/maps/search/restaurant/@-1.2983534384615385,36.76283634615385,17.002332677197412z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlYGAyRP5etjkfFTjPq9mim9dIFoqmfebfShyd-2nVCZkb2QQLLXJYEAx0xU3sXt7nH2lSKmNWZC2qrEQCAeQC5Gn7S27Vbe-JWAWVFX1e6lObG66MZHpuKDHnkEOME7_9dZgf1wZltrtxT=w408-h262-k-no",https://www.google.com/maps/search/?api=1&query=Sa'Gene%20cafeserie&query_place_id=ChIJiRaGTyIRLxgRHwr8_pXltjQ,ChIJiRaGTyIRLxgRHwr8_pXltjQ,False
Sabrinas Ethiopian Cuisine Bar And Restaurant (Closed Down),Restaurant,"Kileleshwa Mbaazi Dagoreti North, Kenya",+254 722 813484,,,,,"https://www.google.com/maps/search/?api=1&query=Sabrinas%20Ethiopian%20Cuisine%20Bar%20And%20Restaurant%20(Closed%20Down)&query_place_id=ChIJpfmG10QbLxgR8xeMJOB6Jt8 | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkA5Jm25fCYGfsJGnHmarxReGZKtqmZ1B6JYQE_Wtd5PDpBlQbYpuf9-SvMy6I8fuyFKVfz6Iu2ffgOdMOMp2JUovc2MSxP0cLGSdfklVq4Q42QIEDoe9n3gCNZQ1IGHd8ozIzwmw=w408-h725-k-no",https://www.google.com/maps/search/?api=1&query=Sabrinas%20Ethiopian%20Cuisine%20Bar%20And%20Restaurant%20(Closed%20Down)&query_place_id=ChIJpfmG10QbLxgR8xeMJOB6Jt8,ChIJpfmG10QbLxgR8xeMJOB6Jt8,False
Saffron,Restaurant,"PQ27+Q28, Kiangara Road, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Saffron&query_place_id=ChIJYYVp-GoaLxgRDM4-_UxoHQ4 | https://www.google.com/maps/search/restaurant/@-1.2983534384615385,36.76283634615385,17.002332677197412z?hl=en",https://www.google.com/maps/search/?api=1&query=Saffron&query_place_id=ChIJYYVp-GoaLxgRDM4-_UxoHQ4,ChIJYYVp-GoaLxgRDM4-_UxoHQ4,False
Sawasawa Chips & Restaurant,Restaurant,"MQQH+XXP, Kibera Dr, Nairobi City, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Sawasawa%20Chips%20%26%20Restaurant&query_place_id=ChIJR1eXun8aLxgRjaTi1qIQvmA | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n1XwCseG76nbp0sPreB3SQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.3596&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Sawasawa%20Chips%20%26%20Restaurant&query_place_id=ChIJR1eXun8aLxgRjaTi1qIQvmA,ChIJR1eXun8aLxgRjaTi1qIQvmA,False
Scanden Bar & Restaurant,Restaurant,"MQX4+WF4, Karandini Rd, Nairobi City, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Scanden%20Bar%20%26%20Restaurant&query_place_id=ChIJ31nR4UMaLxgRdW7xTN4rPfI | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iB7dtKedCR4IwE-5GjWeiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.37202&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Scanden%20Bar%20%26%20Restaurant&query_place_id=ChIJ31nR4UMaLxgRdW7xTN4rPfI,ChIJ31nR4UMaLxgRdW7xTN4rPfI,False
"Scottsdale Bar & Restaurant, Karen",Restaurant,"One Stop Arcade, Nairobi, Kenya",+254 748 949694,,,,,"https://www.google.com/maps/search/?api=1&query=Scottsdale%20Bar%20%26%20Restaurant%2C%20Karen&query_place_id=ChIJRXWyiCYbLxgRg898dK93ANo | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWke6tGuH6vABYsxnPpW_dCwikqCjEoZfN87AMwAYBeTfPEm3MTf4QVNc7rqDNkFZbW3puLNZz7wwugN4EbmU8ob2eGHZQHDkcYbHKg4bX_wBg1dXIV4b9gsk6QrKWI95Xn7jAEc=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Scottsdale%20Bar%20%26%20Restaurant%2C%20Karen&query_place_id=ChIJRXWyiCYbLxgRg898dK93ANo,ChIJRXWyiCYbLxgRg898dK93ANo,False
Scottsdale Sports Bar & Restaurant,Restaurant,"MQ52+M2M, Langata Rd, Nairobi, Kenya",+254 781 368834,,,,,"https://www.google.com/maps/search/?api=1&query=Scottsdale%20Sports%20Bar%20%26%20Restaurant&query_place_id=ChIJK8hzEwAbLxgRPtTjGVevgIw | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlMZnUgTDc8eSOn1BTWo0geGLdlY5JZotJ5Qm9zOV0SGPRkcj5ZwnM7mAkKfB69Rg8eQqzPawW3lIZ4pVV_50ZSUETaMK4Cp8VxN5bX6p4c5ab7Kj9H62H3QTWTJO1rrXaQq17T=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Scottsdale%20Sports%20Bar%20%26%20Restaurant&query_place_id=ChIJK8hzEwAbLxgRPtTjGVevgIw,ChIJK8hzEwAbLxgRPtTjGVevgIw,False
Sebuleni Outdoor Bar,Restaurant,"Riara Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Sebuleni%20Outdoor%20Bar&query_place_id=ChIJz9tbtTYbLxgRJcrvkZDlWeY | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnGicdwrCalS2VyddmuMXqwEeYQl2mInyzOa00AHeiVbqdzBJj-JfHdyaVPZGrgDnwsAoMxXf_Mo73ND6FtffZouNLxmA5zyUlabKZBQ6cLRHsW9LOwOyYS6k50t110abpZ0fKq=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Sebuleni%20Outdoor%20Bar&query_place_id=ChIJz9tbtTYbLxgRJcrvkZDlWeY,ChIJz9tbtTYbLxgRJcrvkZDlWeY,False
Senna Lounge,Restaurant,"Off Mbaazi Rd, Nairobi, Kenya",+254 727 785302,,,,,"https://www.google.com/maps/search/?api=1&query=Senna%20Lounge&query_place_id=ChIJ0TlgtRMbLxgRxwlQ9KqH8SQ | https://www.google.com/maps/search/restaurant/@-1.292292,36.7671123,17.00233612829275z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk-MKlK_9C9TJQw4-8nU3T7u1YsVHe3Q7zBgbIkSbiLqgoSvudxmBwhJicRDowJIoh3ioQyQBa2Z_AnAc2LrckKzKuWgg9QtMbxhFAoF0a91p3s43bxaargwn3wFX3OGCiW1u2enw=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Senna%20Lounge&query_place_id=ChIJ0TlgtRMbLxgRxwlQ9KqH8SQ,ChIJ0TlgtRMbLxgRxwlQ9KqH8SQ,False
Seraphic Aroma Restaurant,Restaurant,"748 Langata Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Seraphic%20Aroma%20Restaurant&query_place_id=ChIJtViXLgARLxgRB5v6ixrH78I | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zLHuZo3lyPWsovYIzglIYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.70898&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Seraphic%20Aroma%20Restaurant&query_place_id=ChIJtViXLgARLxgRB5v6ixrH78I,ChIJtViXLgARLxgRB5v6ixrH78I,False
SHABIMO,Restaurant,"PQ23+Q5Q, Wanyee Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=SHABIMO&query_place_id=ChIJnQ5UA0caLxgRGR-uzaF7NSg | https://www.google.com/maps/search/restaurant/@-1.30206825,36.7531745,17.002330554175863z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tOW79atSD5c0OSoYOHFJRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.935884&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=SHABIMO&query_place_id=ChIJnQ5UA0caLxgRGR-uzaF7NSg,ChIJnQ5UA0caLxgRGR-uzaF7NSg,False
Shamatta Pork,Restaurant,"PP6V+98Q, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Shamatta%20Pork&query_place_id=ChIJa-jCDjIaLxgRRiAjL8Oe65o | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.73071708346572,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LX4jQIhyTjHj28U0Ch49rA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.8036&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Shamatta%20Pork&query_place_id=ChIJa-jCDjIaLxgRRiAjL8Oe65o,ChIJa-jCDjIaLxgRRiAjL8Oe65o,False
Shawarma Pot,Restaurant,"Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Shawarma%20Pot&query_place_id=ChIJDUxQUnMQLxgR4o3gIxEnnXs | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=usJr6gd0c8jxyQEFgxXRSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.25351&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Shawarma%20Pot&query_place_id=ChIJDUxQUnMQLxgR4o3gIxEnnXs,ChIJDUxQUnMQLxgR4o3gIxEnnXs,True
Sheger ethiopia restaurant,Restaurant,"Kilimani Rd, Nairobi, Kenya",+254 702 247259,,,,,"https://www.google.com/maps/search/?api=1&query=Sheger%20ethiopia%20restaurant&query_place_id=ChIJeWZc9N4bLxgRrASz9iXhUVs | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlTdtqGsj2TyEMuiNJcfl7JGgDFbFgU1suYMUMDWDksA6Mh4LzFr2-SUEnsKuwPzpEipp9e3YGqpWMjtHS0XtycaSw_q9_y-xRd740BtdV3uzD3cQWZRw7te6wedbZgGtPIb4mNrJcACHHO=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Sheger%20ethiopia%20restaurant&query_place_id=ChIJeWZc9N4bLxgRrASz9iXhUVs,ChIJeWZc9N4bLxgRrASz9iXhUVs,False
Sherlocks Den,Restaurant,"Karen Mugo Kabiru Rd Prestige Plaza, Kenya",+254 717 793716,,,,,"https://www.google.com/maps/search/?api=1&query=Sherlocks%20Den&query_place_id=ChIJp3PDCpwQLxgRauuZ8XxHZrM | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.79946094992056,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkQAXhIDDclCjgZfDZwi3WWaxF_sWzqA6IeljzVnWS3vDS5FHiMvSkcPFliaeWKAO4jU9w46cPIM1tuBnp8d-Xabgd6RgJ6jA6h8wrw3uAqpMyxUas8u02ID7kWnGN-e0zYtRKyMJIw8zo=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Sherlocks%20Den&query_place_id=ChIJp3PDCpwQLxgRauuZ8XxHZrM,ChIJp3PDCpwQLxgRauuZ8XxHZrM,False
Shnank Lounge,Restaurant,"MQXJ+72P, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Shnank%20Lounge&query_place_id=ChIJd7FOsncaLxgRzMDhV8Wdm_U | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DXVFKraQdEcxIIlZVkKvJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.23193&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Shnank%20Lounge&query_place_id=ChIJd7FOsncaLxgRzMDhV8Wdm_U,ChIJd7FOsncaLxgRzMDhV8Wdm_U,False
SIMBA COACH BUMALA,Restaurant,"riruta women, Mama Wahu Rd, Butula, Kenya",+254 707 661617,,,,,"https://www.google.com/maps/search/?api=1&query=SIMBA%20COACH%20BUMALA&query_place_id=ChIJwS2qVCEbLxgRr9TEODhW1gs | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.73071708346572,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gengQbIoppsBAM2_DOw_MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.2883&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=SIMBA%20COACH%20BUMALA&query_place_id=ChIJwS2qVCEbLxgRr9TEODhW1gs,ChIJwS2qVCEbLxgRr9TEODhW1gs,False
Sinia Eatery,Restaurant,"1148 Box park Gitanga Rd, Nairobi, Kenya",+254 746 885404,,,,,"https://www.google.com/maps/search/?api=1&query=Sinia%20Eatery&query_place_id=ChIJBbqvj5EbLxgR9c-rBBFDN2s | https://www.google.com/maps/search/restaurant/@-1.292292,36.7671123,17.00233612829275z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlsP_9Tnz6oiJr6S2hxr0wCe6NQ_ep0gEygg8hAdlVKjlsccEOZd6bZFP36igAYQksswVHBM4QyeMttBDGNnLWRz-1w9Tm_T1u7p1ZpgRQBAbcFl1SVe3_LZt5OV0GL01qul7ItO0DUcfto=w408-h725-k-no",https://www.google.com/maps/search/?api=1&query=Sinia%20Eatery&query_place_id=ChIJBbqvj5EbLxgR9c-rBBFDN2s,ChIJBbqvj5EbLxgR9c-rBBFDN2s,False
Six thirty Café,Restaurant,"Suguta Center, Suguta Rd, Nairobi, Kenya",+254 701 469200,,,,,"https://www.google.com/maps/search/?api=1&query=Six%20thirty%20Caf%C3%A9&query_place_id=ChIJtf3tKh0bLxgRKK11vkWS0Zg | https://www.google.com/maps/search/restaurant/@-1.2895935545454547,36.773318836363636,17.002337659462743z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlcOUe2d3BcwouMA2QXzILrMRGWQl_h11fOOTqTOzdVab0U_cxLaMwyfAFPKWTkiv2FUOy6rJsxOAWv5FHzjQd_IKHblgt9FXeTXh40oW8e4a5fjX5YHkKNzWIjVmIK6l7kNMz4Ow=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Six%20thirty%20Caf%C3%A9&query_place_id=ChIJtf3tKh0bLxgRKK11vkWS0Zg,ChIJtf3tKh0bLxgRKK11vkWS0Zg,False
Smokeyard Langata,Restaurant,"Langata Link Rd, Nairobi, Kenya",+254 722 980002,,,,,"https://www.google.com/maps/search/?api=1&query=Smokeyard%20Langata&query_place_id=ChIJQ8jLusYRLxgR_y3D1J6jMZU | https://www.google.com/maps/search/restaurant/@-1.3651378858345886,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmhzTerif6XQJIolW9XlkMl3sIvFbMf-9e5QeQ8GMYermprlKonTGdwjHPB1n-XqbojWjTkj36xUzFai9HuqJCA8Nv-9uUmiPiXeZms0qrpPov50cu_91igp_cdgYGYBJNO1K90yg=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Smokeyard%20Langata&query_place_id=ChIJQ8jLusYRLxgR_y3D1J6jMZU,ChIJQ8jLusYRLxgR_y3D1J6jMZU,False
Soapy K's Carwash,Restaurant,"JQV6+RFF Park, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Soapy%20K | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.74790305007943,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fT0SCb_HX2x8-9gdVOy84g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.76257&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Soapy%20K's%20Carwash&query_place_id=ChIJ6en4vEAFLxgRjFd3HaAl46M,ChIJ6en4vEAFLxgRjFd3HaAl46M,False
SOJOVALO FAST FOOD,Restaurant,"Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=SOJOVALO%20FAST%20FOOD&query_place_id=ChIJBzVIkn0aLxgRlUuqhuDOd1Y | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.76508901669314,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W4JvsQv2MbmsQQopSm-nmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.35373&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=SOJOVALO%20FAST%20FOOD&query_place_id=ChIJBzVIkn0aLxgRlUuqhuDOd1Y,ChIJBzVIkn0aLxgRlUuqhuDOd1Y,False
Soxxy's Kitchen and Grill,Restaurant,"Kitengela Rd, Nairobi, Kenya",+254 721 642438,,,,,"https://www.google.com/maps/search/?api=1&query=Soxxy | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | http://t3.gstatic.com/images?q=tbn:ANd9GcTuepd5ozUIKji6T_KZgIclPm4Vw-Qv0ldsjOdJSqQeYBwgjH7k",https://www.google.com/maps/search/?api=1&query=Soxxy's%20Kitchen%20and%20Grill&query_place_id=ChIJy7t1mH4RLxgRYIiRtw8UuQ0,ChIJy7t1mH4RLxgRYIiRtw8UuQ0,False
Spice Eatery,Restaurant,"MQXM+M6F, Ngong Rd, Nairobi, Kenya",+254 797 603762,,,,,"https://www.google.com/maps/search/?api=1&query=Spice%20Eatery&query_place_id=ChIJeQHIJrURLxgRdSlmHZtk-kA | https://www.google.com/maps/search/restaurant/@-1.3013050000000002,36.7787164,17.002330990869897z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlDHELK47BkIYQZ4d1oQZ52YTnwkzPAhWXbkrimevD5Qbnv2d0RKa_QHCvWbSiN0MgkjRH-fcGpVH3jNLTxjgi5SGIEU29xSES1c_DQVXx6nR87_cDTMZn1ck6c2TDbQYBtPHOvHJQGrfnV=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Spice%20Eatery&query_place_id=ChIJeQHIJrURLxgRdSlmHZtk-kA,ChIJeQHIJrURLxgRdSlmHZtk-kA,False
Spiced Rocks,Restaurant,"MQXF+8JR, Joseph Kangethe Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Spiced%20Rocks&query_place_id=ChIJIdDfAHEaLxgRVzHkh68FqEM | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZpQ2QiRKM0V0RqHj-yQagA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.1951&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Spiced%20Rocks&query_place_id=ChIJIdDfAHEaLxgRVzHkh68FqEM,ChIJIdDfAHEaLxgRVzHkh68FqEM,False
